numberOfackers,0,evaluatorParrellism,36,routingParrellism,12,spoutParallesim,25,numberOfQueryKeywords,3,numberOfQueries,0,spatialRange,1.0,localIndexType,HYBRID_GRID,globalIndexType,PARTITIONED_TEXT_AWARE
Topology Id, Tornado-15-1469517892,Number of Workers,49,600,Spid,Tweets , emitt,161071 , ack,0 , failed,0 , completeLatency,0.0, upTime,761_761_759_762_762_760_761_757_759_760_,Spid,querySource , emitt,0 , ack,0 , failed,0 , completeLatency,0.0, upTime,759_,totall,Spid,Tweets , emitt,203162540 , ack,0 , failed,0 , completeLatency,0.0, upTime,761_761_759_762_762_760_761_757_759_760_,Spid,querySource , emitt,0 , ack,0 , failed,0 , completeLatency,0.0, upTime,759_,600,Bolt id,Tornado_index,Emitted,,Eexecuted,Tweets_default,116489,,ExecutedstdTweets_default,0.0,,Eexecute_Latency,Tweets_default,0.0012217819194559629,,minup time,761,maxup time,761,Bolt id,Tornado,Emitted,,Eexecuted,,Executedstd,Eexecute_Latency,,minup time,756,maxup time,763,total,Bolt id,Tornado_index,Emitted,,Eexecuted,Tweets_default,91172940,,ExecutedstdTweets_default,0.0,,Eexecute_Latency,Tweets_default,0.0012466418215755684,,minup time,761,maxup time,761,Bolt id,Tornado,Emitted,,Eexecuted,,Executedstd,Eexecute_Latency,,minup time,756,maxup time,763,

numberOfackers,0,evaluatorParrellism,36,routingParrellism,12,spoutParallesim,25,numberOfQueryKeywords,3,numberOfQueries,0,spatialRange,1.0,localIndexType,HYBRID_GRID,globalIndexType,PARTITIONED
Topology Id, Tornado-16-1469560933,Number of Workers,75,600,Spid,Tweets , emitt,761863 , ack,0 , failed,0 , completeLatency,0.0, upTime,633_1_631_630_633_92_631_636_327_91_170_74_636_92_630_631_630_143_631_212_631_314_107_52_209_,Spid,querySource , emitt,0 , ack,0 , failed,0 , completeLatency,0.0, upTime,633_,totall,Spid,Tweets , emitt,468050700 , ack,0 , failed,0 , completeLatency,0.0, upTime,633_1_631_630_633_92_631_636_327_91_170_74_636_92_630_631_630_143_631_212_631_314_107_52_209_,Spid,querySource , emitt,0 , ack,0 , failed,0 , completeLatency,0.0, upTime,633_,600,Bolt id,Tornado_index,Emitted,Tornado_index_bolt_extension_data,1077094,,Eexecuted,Tweets_default,1077094,,ExecutedstdTweets_default,19634.209113343506,,Eexecute_Latency,Tweets_default,0.003944431545226015,,minup time,208,maxup time,636,Bolt id,Tornado,Emitted,,Eexecuted,Tornado_index_Tornado_index_bolt_extension_data,1147862,,ExecutedstdTornado_index_Tornado_index_bolt_extension_data,24991.433313749156,,Eexecute_Latency,Tornado_index_Tornado_index_bolt_extension_data,0.0014891305950861787,,minup time,629,maxup time,636,total,Bolt id,Tornado_index,Emitted,Tornado_index_bolt_extension_data,663679860,,Eexecuted,Tweets_default,663679880,,ExecutedstdTweets_default,1.225524194650554E7,,Eexecute_Latency,Tweets_default,0.003944431545226015,,minup time,208,maxup time,636,Bolt id,Tornado,Emitted,,Eexecuted,Tornado_index_Tornado_index_bolt_extension_data,708782540,,ExecutedstdTornado_index_Tornado_index_bolt_extension_data,1.541101838524042E7,,Eexecute_Latency,Tornado_index_Tornado_index_bolt_extension_data,0.0014891305950861787,,minup time,629,maxup time,636,
Topology Id, Tornado-16-1469560933,Number of Workers,75,600,Spid,Tweets , emitt,780091 , ack,0 , failed,0 , completeLatency,0.0, upTime,697_64_694_693_696_155_694_700_388_154_4_137_696_155_693_694_693_206_694_275_694_4_170_115_272_,Spid,querySource , emitt,0 , ack,0 , failed,0 , completeLatency,0.0, upTime,693_,totall,Spid,Tweets , emitt,513734380 , ack,0 , failed,0 , completeLatency,0.0, upTime,697_64_694_693_696_155_694_700_388_154_4_137_696_155_693_694_693_206_694_275_694_4_170_115_272_,Spid,querySource , emitt,0 , ack,0 , failed,0 , completeLatency,0.0, upTime,693_,600,Bolt id,Tornado_index,Emitted,Tornado_index_bolt_extension_data,1000163,,Eexecuted,Tweets_default,1000168,,ExecutedstdTweets_default,27942.47879412166,,Eexecute_Latency,Tweets_default,0.004075455985306398,,minup time,55,maxup time,699,Bolt id,Tornado,Emitted,,Eexecuted,Tornado_index_Tornado_index_bolt_extension_data,1154441,,ExecutedstdTornado_index_Tornado_index_bolt_extension_data,25126.534649148594,,Eexecute_Latency,Tornado_index_Tornado_index_bolt_extension_data,0.0014686084389799578,,minup time,691,maxup time,699,total,Bolt id,Tornado_index,Emitted,Tornado_index_bolt_extension_data,668108420,,Eexecuted,Tweets_default,668108520,,ExecutedstdTweets_default,1.9281492956759512E7,,Eexecute_Latency,Tweets_default,0.004084169382187442,,minup time,55,maxup time,699,Bolt id,Tornado,Emitted,,Eexecuted,Tornado_index_Tornado_index_bolt_extension_data,778495440,,ExecutedstdTornado_index_Tornado_index_bolt_extension_data,1.693521059512859E7,,Eexecute_Latency,Tornado_index_Tornado_index_bolt_extension_data,0.0014835348062164314,,minup time,691,maxup time,699,
Topology Id, Tornado-16-1469560933,Number of Workers,75,600,Spid,Tweets , emitt,848715 , ack,0 , failed,0 , completeLatency,0.0, upTime,757_125_757_756_759_218_757_762_451_218_67_200_759_215_756_754_756_266_757_335_754_64_233_176_335_,Spid,querySource , emitt,0 , ack,0 , failed,0 , completeLatency,0.0, upTime,756_,totall,Spid,Tweets , emitt,593478580 , ack,0 , failed,0 , completeLatency,0.0, upTime,757_125_757_756_759_218_757_762_451_218_67_200_759_215_756_754_756_266_757_335_754_64_233_176_335_,Spid,querySource , emitt,0 , ack,0 , failed,0 , completeLatency,0.0, upTime,756_,600,Bolt id,Tornado_index,Emitted,Tornado_index_bolt_extension_data,913665,,Eexecuted,Tweets_default,913665,,ExecutedstdTweets_default,29621.526052123092,,Eexecute_Latency,Tweets_default,0.004099741840998019,,minup time,58,maxup time,760,Bolt id,Tornado,Emitted,,Eexecuted,Tornado_index_Tornado_index_bolt_extension_data,1150170,,ExecutedstdTornado_index_Tornado_index_bolt_extension_data,25030.216093412215,,Eexecute_Latency,Tornado_index_Tornado_index_bolt_extension_data,0.0014648009113694157,,minup time,753,maxup time,762,total,Bolt id,Tornado_index,Emitted,Tornado_index_bolt_extension_data,660900120,,Eexecuted,Tweets_default,660900140,,ExecutedstdTweets_default,2.3038263203623455E7,,Eexecute_Latency,Tweets_default,0.004109341224662091,,minup time,58,maxup time,760,Bolt id,Tornado,Emitted,,Eexecuted,Tornado_index_Tornado_index_bolt_extension_data,849356540,,ExecutedstdTornado_index_Tornado_index_bolt_extension_data,1.84692950752751E7,,Eexecute_Latency,Tornado_index_Tornado_index_bolt_extension_data,0.0014712163183156152,,minup time,753,maxup time,762,

numberOfackers,0,evaluatorParrellism,36,routingParrellism,10,spoutParallesim,20,numberOfQueryKeywords,3,numberOfQueries,0,spatialRange,1.0,localIndexType,HYBRID_GRID,globalIndexType,PARTITIONED
Topology Id, Tornado-17-1469561787,Number of Workers,68,600,Spid,Tweets , emitt,1083672 , ack,0 , failed,0 , completeLatency,0.0, upTime,634_630_633_630_634_630_635_633_632_633_632_632_630_634_634_634_635_637_634_632_,Spid,querySource , emitt,0 , ack,0 , failed,0 , completeLatency,0.0, upTime,633_,totall,Spid,Tweets , emitt,671157780 , ack,0 , failed,0 , completeLatency,0.0, upTime,634_630_633_630_634_630_635_633_632_633_632_632_630_634_634_634_635_637_634_632_,Spid,querySource , emitt,0 , ack,0 , failed,0 , completeLatency,0.0, upTime,633_,600,Bolt id,Tornado_index,Emitted,Tornado_index_bolt_extension_data,945583,,Eexecuted,Tweets_default,945585,,ExecutedstdTweets_default,10952.385211532586,,Eexecute_Latency,Tweets_default,0.003802476681345051,,minup time,630,maxup time,636,Bolt id,Tornado,Emitted,,Eexecuted,Tornado_index_Tornado_index_bolt_extension_data,946005,,ExecutedstdTornado_index_Tornado_index_bolt_extension_data,20686.646925608606,,Eexecute_Latency,Tornado_index_Tornado_index_bolt_extension_data,0.001586423591283973,,minup time,629,maxup time,637,total,Bolt id,Tornado_index,Emitted,Tornado_index_bolt_extension_data,584876720,,Eexecuted,Tweets_default,584876780,,ExecutedstdTweets_default,6790467.017202572,,Eexecute_Latency,Tweets_default,0.003802476681345051,,minup time,630,maxup time,636,Bolt id,Tornado,Emitted,,Eexecuted,Tornado_index_Tornado_index_bolt_extension_data,584952460,,ExecutedstdTornado_index_Tornado_index_bolt_extension_data,1.2795992567243235E7,,Eexecute_Latency,Tornado_index_Tornado_index_bolt_extension_data,0.001586423591283973,,minup time,629,maxup time,637,
Topology Id, Tornado-17-1469561787,Number of Workers,68,600,Spid,Tweets , emitt,1078652 , ack,0 , failed,0 , completeLatency,0.0, upTime,696_693_694_693_697_694_694_696_696_696_695_696_694_695_695_697_698_697_695_696_,Spid,querySource , emitt,0 , ack,0 , failed,0 , completeLatency,0.0, upTime,696_,totall,Spid,Tweets , emitt,734213900 , ack,0 , failed,0 , completeLatency,0.0, upTime,696_693_694_693_697_694_694_696_696_696_695_696_694_695_695_697_698_697_695_696_,Spid,querySource , emitt,0 , ack,0 , failed,0 , completeLatency,0.0, upTime,696_,600,Bolt id,Tornado_index,Emitted,Tornado_index_bolt_extension_data,957000,,Eexecuted,Tweets_default,957003,,ExecutedstdTweets_default,10926.59412245901,,Eexecute_Latency,Tweets_default,0.0037982312220007767,,minup time,693,maxup time,699,Bolt id,Tornado,Emitted,,Eexecuted,Tornado_index_Tornado_index_bolt_extension_data,957297,,ExecutedstdTornado_index_Tornado_index_bolt_extension_data,20929.923321291582,,Eexecute_Latency,Tornado_index_Tornado_index_bolt_extension_data,0.0015554126900374535,,minup time,693,maxup time,700,total,Bolt id,Tornado_index,Emitted,Tornado_index_bolt_extension_data,645273980,,Eexecuted,Tweets_default,645274040,,ExecutedstdTweets_default,7489249.296557299,,Eexecute_Latency,Tweets_default,0.003803528166341486,,minup time,693,maxup time,699,Bolt id,Tornado,Emitted,,Eexecuted,Tornado_index_Tornado_index_bolt_extension_data,645071740,,ExecutedstdTornado_index_Tornado_index_bolt_extension_data,1.4103902457240129E7,,Eexecute_Latency,Tornado_index_Tornado_index_bolt_extension_data,0.001580180800096654,,minup time,693,maxup time,700,
Topology Id, Tornado-17-1469561787,Number of Workers,68,600,Spid,Tweets , emitt,1002994 , ack,0 , failed,0 , completeLatency,0.0, upTime,761_744_758_756_760_755_759_760_758_759_758_757_757_758_7_761_759_760_760_756_,Spid,querySource , emitt,0 , ack,0 , failed,0 , completeLatency,0.0, upTime,760_,totall,Spid,Tweets , emitt,751645120 , ack,0 , failed,0 , completeLatency,0.0, upTime,761_744_758_756_760_755_759_760_758_759_758_757_757_758_7_761_759_760_760_756_,Spid,querySource , emitt,0 , ack,0 , failed,0 , completeLatency,0.0, upTime,760_,600,Bolt id,Tornado_index,Emitted,Tornado_index_bolt_extension_data,954281,,Eexecuted,Tweets_default,954283,,ExecutedstdTweets_default,10459.064041937427,,Eexecute_Latency,Tweets_default,0.0037831886102610594,,minup time,756,maxup time,760,Bolt id,Tornado,Emitted,,Eexecuted,Tornado_index_Tornado_index_bolt_extension_data,954323,,ExecutedstdTornado_index_Tornado_index_bolt_extension_data,20865.084767520104,,Eexecute_Latency,Tornado_index_Tornado_index_bolt_extension_data,0.001541372025417962,,minup time,754,maxup time,760,total,Bolt id,Tornado_index,Emitted,Tornado_index_bolt_extension_data,703348900,,Eexecuted,Tweets_default,703349140,,ExecutedstdTweets_default,7857913.410218008,,Eexecute_Latency,Tweets_default,0.003796350937434971,,minup time,756,maxup time,760,Bolt id,Tornado,Emitted,,Eexecuted,Tornado_index_Tornado_index_bolt_extension_data,703451580,,ExecutedstdTornado_index_Tornado_index_bolt_extension_data,1.5376791679748612E7,,Eexecute_Latency,Tornado_index_Tornado_index_bolt_extension_data,0.0015779178547873916,,minup time,754,maxup time,760,

numberOfackers,0,evaluatorParrellism,36,routingParrellism,7,spoutParallesim,15,numberOfQueryKeywords,3,numberOfQueries,0,spatialRange,1.0,localIndexType,HYBRID_GRID,globalIndexType,PARTITIONED
Topology Id, Tornado-18-1469562638,Number of Workers,60,600,Spid,Tweets , emitt,834350 , ack,0 , failed,0 , completeLatency,0.0, upTime,633_633_636_636_635_636_636_633_633_633_636_633_634_632_634_,Spid,querySource , emitt,0 , ack,0 , failed,0 , completeLatency,0.0, upTime,636_,totall,Spid,Tweets , emitt,519806520 , ack,0 , failed,0 , completeLatency,0.0, upTime,633_633_636_636_635_636_636_633_633_633_636_633_634_632_634_,Spid,querySource , emitt,0 , ack,0 , failed,0 , completeLatency,0.0, upTime,636_,600,Bolt id,Tornado_index,Emitted,Tornado_index_bolt_extension_data,732980,,Eexecuted,Tweets_default,732981,,ExecutedstdTweets_default,13200.390559139116,,Eexecute_Latency,Tweets_default,0.003659375819378702,,minup time,633,maxup time,637,Bolt id,Tornado,Emitted,,Eexecuted,Tornado_index_Tornado_index_bolt_extension_data,733304,,ExecutedstdTornado_index_Tornado_index_bolt_extension_data,15974.545394391405,,Eexecute_Latency,Tornado_index_Tornado_index_bolt_extension_data,0.0019403351353600067,,minup time,632,maxup time,637,total,Bolt id,Tornado_index,Emitted,Tornado_index_bolt_extension_data,456393720,,Eexecuted,Tweets_default,456393820,,ExecutedstdTweets_default,8243739.306666457,,Eexecute_Latency,Tweets_default,0.003659375819378702,,minup time,633,maxup time,637,Bolt id,Tornado,Emitted,,Eexecuted,Tornado_index_Tornado_index_bolt_extension_data,456574320,,ExecutedstdTornado_index_Tornado_index_bolt_extension_data,9956825.446688429,,Eexecute_Latency,Tornado_index_Tornado_index_bolt_extension_data,0.0019403351353600067,,minup time,632,maxup time,637,
Topology Id, Tornado-18-1469562638,Number of Workers,60,600,Spid,Tweets , emitt,828439 , ack,0 , failed,0 , completeLatency,0.0, upTime,695_696_697_696_699_696_700_695_697_696_699_696_696_694_697_,Spid,querySource , emitt,0 , ack,0 , failed,0 , completeLatency,0.0, upTime,699_,totall,Spid,Tweets , emitt,567213080 , ack,0 , failed,0 , completeLatency,0.0, upTime,695_696_697_696_699_696_700_695_697_696_699_696_696_694_697_,Spid,querySource , emitt,0 , ack,0 , failed,0 , completeLatency,0.0, upTime,699_,600,Bolt id,Tornado_index,Emitted,Tornado_index_bolt_extension_data,737574,,Eexecuted,Tweets_default,737575,,ExecutedstdTweets_default,13132.19851827835,,Eexecute_Latency,Tweets_default,0.003643376617460268,,minup time,693,maxup time,700,Bolt id,Tornado,Emitted,,Eexecuted,Tornado_index_Tornado_index_bolt_extension_data,737524,,ExecutedstdTornado_index_Tornado_index_bolt_extension_data,16063.92168050996,,Eexecute_Latency,Tornado_index_Tornado_index_bolt_extension_data,0.0019161428739885875,,minup time,696,maxup time,700,total,Bolt id,Tornado_index,Emitted,Tornado_index_bolt_extension_data,502707820,,Eexecuted,Tweets_default,502707900,,ExecutedstdTweets_default,9039400.951546762,,Eexecute_Latency,Tweets_default,0.003659107738465599,,minup time,693,maxup time,700,Bolt id,Tornado,Emitted,,Eexecuted,Tornado_index_Tornado_index_bolt_extension_data,502304900,,ExecutedstdTornado_index_Tornado_index_bolt_extension_data,1.094336013463143E7,,Eexecute_Latency,Tornado_index_Tornado_index_bolt_extension_data,0.001933289367617127,,minup time,696,maxup time,700,
Topology Id, Tornado-18-1469562638,Number of Workers,60,600,Spid,Tweets , emitt,818042 , ack,0 , failed,0 , completeLatency,0.0, upTime,749_751_751_750_751_750_751_749_748_747_751_748_747_748_749_,Spid,querySource , emitt,0 , ack,0 , failed,0 , completeLatency,0.0, upTime,754_,totall,Spid,Tweets , emitt,606239920 , ack,0 , failed,0 , completeLatency,0.0, upTime,749_751_751_750_751_750_751_749_748_747_751_748_747_748_749_,Spid,querySource , emitt,0 , ack,0 , failed,0 , completeLatency,0.0, upTime,754_,600,Bolt id,Tornado_index,Emitted,Tornado_index_bolt_extension_data,736781,,Eexecuted,Tweets_default,736781,,ExecutedstdTweets_default,13180.795484555527,,Eexecute_Latency,Tweets_default,0.0036338264340820534,,minup time,747,maxup time,751,Bolt id,Tornado,Emitted,,Eexecuted,Tornado_index_Tornado_index_bolt_extension_data,736747,,ExecutedstdTornado_index_Tornado_index_bolt_extension_data,16046.478071242873,,Eexecute_Latency,Tornado_index_Tornado_index_bolt_extension_data,0.0019042328560377533,,minup time,747,maxup time,753,total,Bolt id,Tornado_index,Emitted,Tornado_index_bolt_extension_data,540532360,,Eexecuted,Tweets_default,540532380,,ExecutedstdTweets_default,9720213.91217796,,Eexecute_Latency,Tweets_default,0.003665733931396092,,minup time,747,maxup time,751,Bolt id,Tornado,Emitted,,Eexecuted,Tornado_index_Tornado_index_bolt_extension_data,541097140,,ExecutedstdTornado_index_Tornado_index_bolt_extension_data,1.1792170804393737E7,,Eexecute_Latency,Tornado_index_Tornado_index_bolt_extension_data,0.001923563082058792,,minup time,747,maxup time,753,

numberOfackers,0,evaluatorParrellism,36,routingParrellism,5,spoutParallesim,10,numberOfQueryKeywords,3,numberOfQueries,0,spatialRange,1.0,localIndexType,HYBRID_GRID,globalIndexType,PARTITIONED
Topology Id, Tornado-19-1469563489,Number of Workers,53,600,Spid,Tweets , emitt,595208 , ack,0 , failed,0 , completeLatency,0.0, upTime,646_643_644_645_644_643_645_645_645_646_,Spid,querySource , emitt,0 , ack,0 , failed,0 , completeLatency,0.0, upTime,645_,totall,Spid,Tweets , emitt,377000760 , ack,0 , failed,0 , completeLatency,0.0, upTime,646_643_644_645_644_643_645_645_645_646_,Spid,querySource , emitt,0 , ack,0 , failed,0 , completeLatency,0.0, upTime,645_,600,Bolt id,Tornado_index,Emitted,Tornado_index_bolt_extension_data,545225,,Eexecuted,Tweets_default,545226,,ExecutedstdTweets_default,6557.8316844185965,,Eexecute_Latency,Tweets_default,0.0036937220830812315,,minup time,646,maxup time,649,Bolt id,Tornado,Emitted,,Eexecuted,Tornado_index_Tornado_index_bolt_extension_data,545420,,ExecutedstdTornado_index_Tornado_index_bolt_extension_data,11890.601777358392,,Eexecute_Latency,Tornado_index_Tornado_index_bolt_extension_data,0.0021175876856345693,,minup time,642,maxup time,649,total,Bolt id,Tornado_index,Emitted,Tornado_index_bolt_extension_data,344529740,,Eexecuted,Tweets_default,344529820,,ExecutedstdTweets_default,4131356.737991044,,Eexecute_Latency,Tweets_default,0.0036937220830812315,,minup time,646,maxup time,649,Bolt id,Tornado,Emitted,,Eexecuted,Tornado_index_Tornado_index_bolt_extension_data,344201220,,ExecutedstdTornado_index_Tornado_index_bolt_extension_data,7504027.86950726,,Eexecute_Latency,Tornado_index_Tornado_index_bolt_extension_data,0.0021175876856345693,,minup time,642,maxup time,649,
Topology Id, Tornado-19-1469563489,Number of Workers,53,600,Spid,Tweets , emitt,595306 , ack,0 , failed,0 , completeLatency,0.0, upTime,699_697_698_696_698_697_696_696_697_695_,Spid,querySource , emitt,0 , ack,0 , failed,0 , completeLatency,0.0, upTime,696_,totall,Spid,Tweets , emitt,407042440 , ack,0 , failed,0 , completeLatency,0.0, upTime,699_697_698_696_698_697_696_696_697_695_,Spid,querySource , emitt,0 , ack,0 , failed,0 , completeLatency,0.0, upTime,696_,600,Bolt id,Tornado_index,Emitted,Tornado_index_bolt_extension_data,547365,,Eexecuted,Tweets_default,547367,,ExecutedstdTweets_default,6921.243086484746,,Eexecute_Latency,Tweets_default,0.003657817454290667,,minup time,697,maxup time,700,Bolt id,Tornado,Emitted,,Eexecuted,Tornado_index_Tornado_index_bolt_extension_data,547424,,ExecutedstdTornado_index_Tornado_index_bolt_extension_data,11927.882902416955,,Eexecute_Latency,Tornado_index_Tornado_index_bolt_extension_data,0.0020987639388779316,,minup time,693,maxup time,700,total,Bolt id,Tornado_index,Emitted,Tornado_index_bolt_extension_data,372281980,,Eexecuted,Tweets_default,372282020,,ExecutedstdTweets_default,4584694.20915114,,Eexecute_Latency,Tweets_default,0.003681942296388737,,minup time,697,maxup time,700,Bolt id,Tornado,Emitted,,Eexecuted,Tornado_index_Tornado_index_bolt_extension_data,372500040,,ExecutedstdTornado_index_Tornado_index_bolt_extension_data,8119861.951750029,,Eexecute_Latency,Tornado_index_Tornado_index_bolt_extension_data,0.0021140522933940503,,minup time,693,maxup time,700,
Topology Id, Tornado-19-1469563489,Number of Workers,53,600,Spid,Tweets , emitt,591556 , ack,0 , failed,0 , completeLatency,0.0, upTime,761_757_761_760_761_757_760_759_760_759_,Spid,querySource , emitt,0 , ack,0 , failed,0 , completeLatency,0.0, upTime,759_,totall,Spid,Tweets , emitt,442635300 , ack,0 , failed,0 , completeLatency,0.0, upTime,761_757_761_760_761_757_760_759_760_759_,Spid,querySource , emitt,0 , ack,0 , failed,0 , completeLatency,0.0, upTime,759_,600,Bolt id,Tornado_index,Emitted,Tornado_index_bolt_extension_data,547024,,Eexecuted,Tweets_default,547025,,ExecutedstdTweets_default,7412.244013121756,,Eexecute_Latency,Tweets_default,0.0036401054182297896,,minup time,760,maxup time,763,Bolt id,Tornado,Emitted,,Eexecuted,Tornado_index_Tornado_index_bolt_extension_data,547046,,ExecutedstdTornado_index_Tornado_index_bolt_extension_data,11923.535355697702,,Eexecute_Latency,Tornado_index_Tornado_index_bolt_extension_data,0.0020846810363997345,,minup time,756,maxup time,763,total,Bolt id,Tornado_index,Emitted,Tornado_index_bolt_extension_data,406917800,,Eexecuted,Tweets_default,406917860,,ExecutedstdTweets_default,5132728.927992984,,Eexecute_Latency,Tweets_default,0.003670524016972883,,minup time,760,maxup time,763,Bolt id,Tornado,Emitted,,Eexecuted,Tornado_index_Tornado_index_bolt_extension_data,406640680,,ExecutedstdTornado_index_Tornado_index_bolt_extension_data,8864261.796972042,,Eexecute_Latency,Tornado_index_Tornado_index_bolt_extension_data,0.0021127718920529357,,minup time,756,maxup time,763,

numberOfackers,0,evaluatorParrellism,36,routingParrellism,3,spoutParallesim,10,numberOfQueryKeywords,3,numberOfQueries,0,spatialRange,1.0,localIndexType,HYBRID_GRID,globalIndexType,PARTITIONED

numberOfackers,0,evaluatorParrellism,36,routingParrellism,1,spoutParallesim,10,numberOfQueryKeywords,3,numberOfQueries,0,spatialRange,1.0,localIndexType,HYBRID_GRID,globalIndexType,PARTITIONED

